log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-34886,AC-0083,TECH-0182,Fuel System Check,complete,2691,10.5,2023-02-03,0,Scheduled maintenance — no anomalies
LOG-34887,AC-0004,TECH-0049,Software Update,complete,2183,3.9,2023-02-03,2,Routine check completed successfully
LOG-34888,AC-0044,TECH-0144,Software Update,complete,1175,11.9,2023-02-03,6,Routine check completed successfully
LOG-34889,AC-0048,TECH-0016,Structural Inspection,complete,5966,3.7,2023-02-03,5,Issue found during inspection — escalated
LOG-34890,AC-0099,TECH-0023,Software Update,complete,1579,6.6,2023-02-03,2,Scheduled maintenance — no anomalies
LOG-34891,AC-0098,TECH-0108,Landing Gear Service,complete,7423,1.7,2023-02-03,9,Emergency repair required — grounded aircraft
LOG-34892,AC-0026,TECH-0068,Software Update,complete,1497,15.9,2023-02-03,3,Scheduled maintenance — no anomalies
LOG-34893,AC-0103,TECH-0093,Fuel System Check,complete,2859,10.5,2023-02-03,7,All systems nominal post-maintenance
LOG-34894,AC-0097,TECH-0165,Structural Inspection,pending,9354,6.8,2023-02-03,9,Routine check completed successfully
LOG-34895,AC-0012,TECH-0024,Fuel System Check,complete,1893,1.6,2023-02-03,8,Replaced worn components — within tolerance
LOG-34896,AC-0045,TECH-0061,Software Update,complete,2223,7.5,2023-02-03,10,Part ordered — awaiting delivery
LOG-34897,AC-0136,TECH-0008,Landing Gear Service,complete,10408,4.4,2023-02-03,1,Routine check completed successfully
LOG-34898,AC-0009,TECH-0197,Fuel System Check,complete,5140,12.8,2023-02-03,11,All systems nominal post-maintenance
LOG-34899,AC-0001,TECH-0107,Hydraulic System Repair,complete,17394,6.8,2023-02-03,8,All systems nominal post-maintenance
LOG-34900,AC-0133,TECH-0029,Fuel System Check,complete,1899,11.6,2023-02-03,9,Emergency repair required — grounded aircraft
LOG-34901,AC-0071,TECH-0115,Fuel System Check,complete,5090,6.1,2023-02-03,9,All systems nominal post-maintenance
LOG-34902,AC-0054,TECH-0138,Tire & Brake Replacement,complete,1989,3.7,2023-02-03,6,Scheduled maintenance — no anomalies
LOG-34903,AC-0104,TECH-0184,Engine Inspection,complete,17807,10.7,2023-02-03,0,Replaced worn components — within tolerance
LOG-34904,AC-0010,TECH-0114,Fuel System Check,in_progress,5967,9.2,2023-02-03,5,Follow-up inspection required within 30 days
LOG-34905,AC-0040,TECH-0108,Tire & Brake Replacement,pending,1495,3.7,2023-02-03,7,Part ordered — awaiting delivery
LOG-34906,AC-0044,TECH-0073,Software Update,failed,2785,28.7,2023-02-03,2,Routine check completed successfully
LOG-34907,AC-0112,TECH-0150,Software Update,complete,2667,6.3,2023-02-03,2,All systems nominal post-maintenance
LOG-34908,AC-0012,TECH-0010,Avionics Check,complete,12715,7.8,2023-02-03,6,All systems nominal post-maintenance
LOG-34909,AC-0022,TECH-0084,Fuel System Check,complete,5721,13.2,2023-02-03,10,Replaced worn components — within tolerance
LOG-34910,AC-0082,TECH-0148,Landing Gear Service,complete,8160,15.3,2023-02-03,9,Issue found during inspection — escalated
LOG-34911,AC-0142,TECH-0051,Avionics Check,complete,9369,10.2,2023-02-03,3,
LOG-34912,AC-0052,TECH-0091,Structural Inspection,complete,8228,6.1,2023-02-03,6,Replaced worn components — within tolerance
LOG-34913,AC-0112,TECH-0102,Tire & Brake Replacement,in_progress,4158,26.3,2023-02-03,6,Issue found during inspection — escalated
LOG-34914,AC-0118,TECH-0010,Software Update,complete,584,12.1,2023-02-03,2,Emergency repair required — grounded aircraft
LOG-34915,AC-0059,TECH-0083,Structural Inspection,pending,9553,19.5,2023-02-03,5,Scheduled maintenance — no anomalies
LOG-34916,AC-0038,TECH-0169,Avionics Check,complete,6918,11.6,2023-02-03,9,Emergency repair required — grounded aircraft
LOG-34917,AC-0020,TECH-0040,Hydraulic System Repair,complete,13847,10.2,2023-02-03,3,Issue found during inspection — escalated
LOG-34918,AC-0078,TECH-0005,Tire & Brake Replacement,in_progress,2198,22.0,2023-02-03,0,
LOG-34919,AC-0020,TECH-0043,Engine Inspection,in_progress,22341,31.9,2023-02-04,8,Routine check completed successfully
LOG-34920,AC-0101,TECH-0195,Software Update,complete,1329,14.0,2023-02-04,3,Emergency repair required — grounded aircraft
LOG-34921,AC-0110,TECH-0152,Software Update,in_progress,2040,30.3,2023-02-04,2,Follow-up inspection required within 30 days
LOG-34922,AC-0030,TECH-0118,Structural Inspection,complete,7531,13.8,2023-02-04,6,Emergency repair required — grounded aircraft
LOG-34923,AC-0107,TECH-0090,Avionics Check,complete,14635,14.1,2023-02-04,9,
LOG-34924,AC-0041,TECH-0159,Avionics Check,complete,13914,14.9,2023-02-04,0,Scheduled maintenance — no anomalies
LOG-34925,AC-0084,TECH-0059,Fuel System Check,pending,1712,16.6,2023-02-04,10,All systems nominal post-maintenance
LOG-34926,AC-0071,TECH-0118,Landing Gear Service,complete,7001,1.8,2023-02-04,2,Part ordered — awaiting delivery
LOG-34927,AC-0063,TECH-0116,Avionics Check,pending,11250,5.9,2023-02-04,5,Scheduled maintenance — no anomalies
LOG-34928,AC-0095,TECH-0195,Software Update,pending,2299,14.8,2023-02-04,3,Issue found during inspection — escalated
LOG-34929,AC-0029,TECH-0191,Software Update,complete,2207,14.2,2023-02-04,4,Part ordered — awaiting delivery
LOG-34930,AC-0077,TECH-0118,Avionics Check,in_progress,9533,27.3,2023-02-04,8,Scheduled maintenance — no anomalies
LOG-34931,AC-0079,TECH-0129,Landing Gear Service,complete,6770,1.9,2023-02-04,5,Scheduled maintenance — no anomalies
LOG-34932,AC-0083,TECH-0069,Landing Gear Service,complete,5294,14.5,2023-02-04,0,Issue found during inspection — escalated
LOG-34933,AC-0057,TECH-0199,Structural Inspection,complete,4275,14.9,2023-02-04,10,Routine check completed successfully
LOG-34934,AC-0147,TECH-0161,Tire & Brake Replacement,complete,4315,3.6,2023-02-04,10,All systems nominal post-maintenance
LOG-34935,AC-0017,TECH-0077,Fuel System Check,complete,5120,1.3,2023-02-04,10,Scheduled maintenance — no anomalies
LOG-34936,AC-0112,TECH-0191,Hydraulic System Repair,complete,7290,5.6,2023-02-04,8,Issue found during inspection — escalated
LOG-34937,AC-0132,TECH-0170,Structural Inspection,complete,6990,7.3,2023-02-04,0,Emergency repair required — grounded aircraft
LOG-34938,AC-0150,TECH-0159,Hydraulic System Repair,failed,5885,49.7,2023-02-04,1,Emergency repair required — grounded aircraft
LOG-34939,AC-0006,TECH-0052,Fuel System Check,in_progress,3283,7.8,2023-02-04,6,Replaced worn components — within tolerance
LOG-34940,AC-0093,TECH-0178,Engine Inspection,complete,10374,9.2,2023-02-04,8,Issue found during inspection — escalated
LOG-34941,AC-0075,TECH-0013,Landing Gear Service,complete,11467,14.5,2023-02-04,4,Follow-up inspection required within 30 days
LOG-34942,AC-0139,TECH-0193,Structural Inspection,complete,7188,11.2,2023-02-04,3,
LOG-34943,AC-0048,TECH-0113,Fuel System Check,pending,2985,8.0,2023-02-04,4,Routine check completed successfully
LOG-34944,AC-0046,TECH-0119,Landing Gear Service,complete,5477,7.8,2023-02-04,11,All systems nominal post-maintenance
LOG-34945,AC-0147,TECH-0166,Software Update,complete,2441,11.8,2023-02-04,9,
LOG-34946,AC-0086,TECH-0039,Landing Gear Service,complete,3478,8.1,2023-02-04,9,
LOG-34947,AC-0092,TECH-0097,Hydraulic System Repair,pending,4366,11.5,2023-02-04,7,
LOG-34948,AC-0059,TECH-0042,Software Update,complete,2010,11.4,2023-02-04,11,All systems nominal post-maintenance
LOG-34949,AC-0124,TECH-0124,Avionics Check,failed,11097,51.8,2023-02-04,6,Replaced worn components — within tolerance
LOG-34950,AC-0083,TECH-0099,Fuel System Check,complete,4530,8.4,2023-02-04,5,Routine check completed successfully
LOG-34951,AC-0145,TECH-0167,Fuel System Check,complete,2099,11.4,2023-02-04,0,
LOG-34952,AC-0050,TECH-0042,Avionics Check,in_progress,12861,23.8,2023-02-04,0,Replaced worn components — within tolerance
LOG-34953,AC-0100,TECH-0106,Software Update,complete,2561,11.6,2023-02-04,0,Routine check completed successfully
LOG-34954,AC-0087,TECH-0073,Fuel System Check,complete,4570,13.1,2023-02-04,4,Issue found during inspection — escalated
LOG-34955,AC-0114,TECH-0198,Landing Gear Service,complete,6634,7.2,2023-02-04,8,Follow-up inspection required within 30 days
LOG-34956,AC-0139,TECH-0105,Tire & Brake Replacement,complete,4920,4.3,2023-02-04,2,Scheduled maintenance — no anomalies
LOG-34957,AC-0122,TECH-0091,Structural Inspection,complete,4976,8.9,2023-02-04,8,
LOG-34958,AC-0014,TECH-0042,Structural Inspection,complete,8635,15.5,2023-02-04,3,
LOG-34959,AC-0013,TECH-0157,Fuel System Check,complete,5278,15.4,2023-02-04,6,Replaced worn components — within tolerance
LOG-34960,AC-0088,TECH-0196,Hydraulic System Repair,failed,6955,70.9,2023-02-04,8,Follow-up inspection required within 30 days
LOG-34961,AC-0080,TECH-0153,Engine Inspection,complete,23591,1.6,2023-02-04,9,
LOG-34962,AC-0063,TECH-0016,Structural Inspection,complete,7622,5.5,2023-02-04,11,All systems nominal post-maintenance
LOG-34963,AC-0103,TECH-0185,Fuel System Check,complete,4866,14.7,2023-02-04,2,Replaced worn components — within tolerance
LOG-34964,AC-0106,TECH-0162,Engine Inspection,complete,23893,15.3,2023-02-05,5,Scheduled maintenance — no anomalies
LOG-34965,AC-0017,TECH-0009,Tire & Brake Replacement,complete,2507,14.2,2023-02-05,0,Scheduled maintenance — no anomalies
LOG-34966,AC-0050,TECH-0163,Landing Gear Service,failed,4595,14.4,2023-02-05,6,
LOG-34967,AC-0135,TECH-0027,Software Update,complete,2638,3.9,2023-02-05,0,Emergency repair required — grounded aircraft
LOG-34968,AC-0123,TECH-0167,Tire & Brake Replacement,complete,4033,7.7,2023-02-05,3,
LOG-34969,AC-0079,TECH-0173,Hydraulic System Repair,complete,12491,14.6,2023-02-05,7,
LOG-34970,AC-0016,TECH-0123,Fuel System Check,pending,5222,16.8,2023-02-05,0,Issue found during inspection — escalated
LOG-34971,AC-0017,TECH-0188,Hydraulic System Repair,pending,13788,3.5,2023-02-05,11,Emergency repair required — grounded aircraft
LOG-34972,AC-0090,TECH-0092,Landing Gear Service,complete,3217,13.6,2023-02-05,11,All systems nominal post-maintenance
LOG-34973,AC-0084,TECH-0171,Landing Gear Service,in_progress,5138,11.4,2023-02-05,8,Replaced worn components — within tolerance
LOG-34974,AC-0084,TECH-0061,Engine Inspection,complete,18713,2.2,2023-02-05,9,Part ordered — awaiting delivery
LOG-34975,AC-0009,TECH-0197,Structural Inspection,complete,7910,11.6,2023-02-05,9,Replaced worn components — within tolerance
LOG-34976,AC-0018,TECH-0144,Tire & Brake Replacement,in_progress,1885,10.9,2023-02-05,9,Part ordered — awaiting delivery
LOG-34977,AC-0075,TECH-0092,Fuel System Check,complete,1769,4.7,2023-02-05,7,Part ordered — awaiting delivery
LOG-34978,AC-0072,TECH-0130,Structural Inspection,complete,2283,13.5,2023-02-05,8,Issue found during inspection — escalated
LOG-34979,AC-0091,TECH-0019,Avionics Check,complete,7676,12.2,2023-02-05,9,
LOG-34980,AC-0066,TECH-0064,Engine Inspection,complete,18270,10.3,2023-02-05,1,All systems nominal post-maintenance
LOG-34981,AC-0023,TECH-0020,Software Update,in_progress,2417,29.7,2023-02-05,10,Issue found during inspection — escalated
LOG-34982,AC-0138,TECH-0058,Hydraulic System Repair,in_progress,9009,21.0,2023-02-05,9,All systems nominal post-maintenance
LOG-34983,AC-0038,TECH-0188,Engine Inspection,complete,14032,14.6,2023-02-05,1,Part ordered — awaiting delivery
LOG-34984,AC-0128,TECH-0059,Fuel System Check,complete,5618,4.8,2023-02-05,1,Scheduled maintenance — no anomalies
LOG-34985,AC-0059,TECH-0118,Engine Inspection,failed,8468,17.9,2023-02-05,9,
LOG-34986,AC-0068,TECH-0112,Tire & Brake Replacement,pending,1316,10.5,2023-02-05,9,Follow-up inspection required within 30 days
LOG-34987,AC-0085,TECH-0179,Landing Gear Service,complete,8445,10.9,2023-02-05,3,Emergency repair required — grounded aircraft
LOG-34988,AC-0119,TECH-0035,Landing Gear Service,complete,11692,5.0,2023-02-05,11,Follow-up inspection required within 30 days
LOG-34989,AC-0012,TECH-0105,Landing Gear Service,complete,4557,11.8,2023-02-05,0,Replaced worn components — within tolerance
LOG-34990,AC-0112,TECH-0138,Software Update,in_progress,1075,26.0,2023-02-05,0,Routine check completed successfully
LOG-34991,AC-0116,TECH-0112,Software Update,complete,1567,11.8,2023-02-05,2,
LOG-34992,AC-0142,TECH-0036,Landing Gear Service,complete,9413,11.4,2023-02-05,10,Replaced worn components — within tolerance
LOG-34993,AC-0052,TECH-0181,Fuel System Check,complete,2764,1.4,2023-02-05,2,All systems nominal post-maintenance
LOG-34994,AC-0084,TECH-0120,Landing Gear Service,pending,7727,16.7,2023-02-05,6,
LOG-34995,AC-0111,TECH-0054,Engine Inspection,complete,16930,14.8,2023-02-05,2,Routine check completed successfully
LOG-34996,AC-0061,TECH-0016,Software Update,complete,1828,9.7,2023-02-05,6,All systems nominal post-maintenance
LOG-34997,AC-0021,TECH-0050,Landing Gear Service,in_progress,9709,15.9,2023-02-05,4,
LOG-34998,AC-0056,TECH-0026,Fuel System Check,failed,2923,34.7,2023-02-05,0,All systems nominal post-maintenance
LOG-34999,AC-0035,TECH-0031,Structural Inspection,failed,4979,63.2,2023-02-05,11,Replaced worn components — within tolerance
LOG-35000,AC-0044,TECH-0189,Structural Inspection,complete,8382,10.7,2023-02-05,4,Part ordered — awaiting delivery
LOG-35001,AC-0039,TECH-0170,Avionics Check,in_progress,7414,29.6,2023-02-05,10,Routine check completed successfully
LOG-35002,AC-0143,TECH-0001,Structural Inspection,complete,7168,1.3,2023-02-05,5,Emergency repair required — grounded aircraft
LOG-35003,AC-0140,TECH-0170,Avionics Check,failed,14513,32.5,2023-02-05,6,Replaced worn components — within tolerance
LOG-35004,AC-0117,TECH-0177,Fuel System Check,complete,4104,3.8,2023-02-05,4,Routine check completed successfully
LOG-35005,AC-0008,TECH-0147,Structural Inspection,complete,8381,6.6,2023-02-05,10,Issue found during inspection — escalated
LOG-35006,AC-0124,TECH-0057,Software Update,pending,2707,12.0,2023-02-05,1,Issue found during inspection — escalated
LOG-35007,AC-0101,TECH-0102,Fuel System Check,complete,4818,12.7,2023-02-05,10,Scheduled maintenance — no anomalies
LOG-35008,AC-0067,TECH-0136,Hydraulic System Repair,complete,5289,8.4,2023-02-05,3,
LOG-35009,AC-0094,TECH-0190,Avionics Check,complete,7421,3.5,2023-02-05,11,Replaced worn components — within tolerance
LOG-35010,AC-0093,TECH-0080,Tire & Brake Replacement,failed,3425,27.5,2023-02-06,11,Replaced worn components — within tolerance
LOG-35011,AC-0129,TECH-0009,Software Update,in_progress,2534,26.0,2023-02-06,5,
LOG-35012,AC-0080,TECH-0112,Engine Inspection,complete,8598,12.0,2023-02-06,7,Replaced worn components — within tolerance
LOG-35013,AC-0042,TECH-0007,Landing Gear Service,pending,11176,10.9,2023-02-06,1,
LOG-35014,AC-0031,TECH-0168,Software Update,complete,1764,10.0,2023-02-06,2,
LOG-35015,AC-0122,TECH-0189,Avionics Check,failed,10200,60.0,2023-02-06,7,Part ordered — awaiting delivery
LOG-35016,AC-0074,TECH-0023,Structural Inspection,complete,6163,14.8,2023-02-06,0,Issue found during inspection — escalated
LOG-35017,AC-0043,TECH-0041,Software Update,complete,2493,6.1,2023-02-06,0,Issue found during inspection — escalated
LOG-35018,AC-0026,TECH-0072,Engine Inspection,pending,10931,10.9,2023-02-06,10,Follow-up inspection required within 30 days
LOG-35019,AC-0012,TECH-0151,Structural Inspection,complete,4689,3.5,2023-02-06,2,Part ordered — awaiting delivery
LOG-35020,AC-0127,TECH-0011,Engine Inspection,in_progress,17025,17.0,2023-02-06,8,Part ordered — awaiting delivery
LOG-35021,AC-0104,TECH-0001,Structural Inspection,complete,4100,2.2,2023-02-06,8,Routine check completed successfully
LOG-35022,AC-0069,TECH-0177,Landing Gear Service,in_progress,6417,7.1,2023-02-06,6,
LOG-35023,AC-0073,TECH-0044,Tire & Brake Replacement,complete,3563,13.3,2023-02-06,5,All systems nominal post-maintenance
LOG-35024,AC-0011,TECH-0069,Hydraulic System Repair,complete,4502,10.0,2023-02-06,3,Replaced worn components — within tolerance
LOG-35025,AC-0047,TECH-0142,Tire & Brake Replacement,complete,2469,8.6,2023-02-06,11,
LOG-35026,AC-0023,TECH-0007,Fuel System Check,pending,1615,5.0,2023-02-06,10,
LOG-35027,AC-0081,TECH-0123,Structural Inspection,complete,4261,4.5,2023-02-06,1,
LOG-35028,AC-0077,TECH-0188,Structural Inspection,in_progress,9780,14.9,2023-02-06,5,
LOG-35029,AC-0123,TECH-0024,Software Update,pending,809,3.2,2023-02-06,0,Routine check completed successfully
LOG-35030,AC-0073,TECH-0132,Tire & Brake Replacement,complete,4876,11.1,2023-02-06,8,
LOG-35031,AC-0055,TECH-0155,Avionics Check,complete,11433,9.0,2023-02-06,11,
LOG-35032,AC-0018,TECH-0190,Landing Gear Service,complete,3566,15.2,2023-02-06,6,
LOG-35033,AC-0094,TECH-0007,Engine Inspection,pending,10140,17.1,2023-02-06,3,
LOG-35034,AC-0018,TECH-0182,Avionics Check,in_progress,9755,31.8,2023-02-06,11,
LOG-35035,AC-0128,TECH-0193,Landing Gear Service,in_progress,7623,4.4,2023-02-06,2,Replaced worn components — within tolerance
LOG-35036,AC-0041,TECH-0104,Landing Gear Service,complete,8436,4.1,2023-02-06,7,
LOG-35037,AC-0033,TECH-0095,Software Update,in_progress,1180,15.6,2023-02-06,10,
LOG-35038,AC-0043,TECH-0103,Software Update,complete,2396,15.8,2023-02-06,4,
LOG-35039,AC-0014,TECH-0087,Avionics Check,in_progress,5027,23.6,2023-02-06,0,
LOG-35040,AC-0058,TECH-0195,Fuel System Check,complete,2652,9.0,2023-02-06,0,All systems nominal post-maintenance
LOG-35041,AC-0138,TECH-0103,Fuel System Check,complete,2574,5.4,2023-02-06,2,
LOG-35042,AC-0028,TECH-0148,Engine Inspection,failed,9900,53.8,2023-02-06,10,Emergency repair required — grounded aircraft
LOG-35043,AC-0014,TECH-0186,Hydraulic System Repair,complete,8784,8.2,2023-02-06,7,
LOG-35044,AC-0074,TECH-0176,Tire & Brake Replacement,complete,4031,11.1,2023-02-06,1,
LOG-35045,AC-0145,TECH-0154,Avionics Check,complete,7367,12.5,2023-02-06,7,Emergency repair required — grounded aircraft
LOG-35046,AC-0014,TECH-0162,Structural Inspection,complete,5131,2.7,2023-02-06,5,
LOG-35047,AC-0024,TECH-0160,Fuel System Check,in_progress,3023,21.8,2023-02-06,0,Scheduled maintenance — no anomalies
LOG-35048,AC-0104,TECH-0097,Hydraulic System Repair,complete,12523,3.4,2023-02-06,10,Replaced worn components — within tolerance
LOG-35049,AC-0070,TECH-0040,Engine Inspection,complete,16940,6.1,2023-02-06,3,
LOG-35050,AC-0020,TECH-0005,Engine Inspection,complete,14037,14.6,2023-02-06,10,
LOG-35051,AC-0121,TECH-0010,Avionics Check,failed,12202,23.0,2023-02-06,0,Routine check completed successfully
LOG-35052,AC-0034,TECH-0073,Software Update,complete,949,14.5,2023-02-06,9,Part ordered — awaiting delivery
LOG-35053,AC-0150,TECH-0174,Avionics Check,pending,6413,10.9,2023-02-06,9,
LOG-35054,AC-0071,TECH-0032,Hydraulic System Repair,complete,11398,7.8,2023-02-06,0,Scheduled maintenance — no anomalies
LOG-35055,AC-0033,TECH-0189,Software Update,pending,981,17.8,2023-02-06,10,
